Small,1008,0.0005743503570556641
Small,924,0.0004565715789794922
Small,10626,0.005009889602661133
Small,672,0.0003056526184082031
Small,1680,0.0007474422454833984
Small,3360,0.0015285015106201172
Small,252,0.00013446807861328125
Small,3211,0.0015482902526855469
Small,540,0.00026154518127441406
Small,9282,0.004337310791015625
Small,9200,0.0042684078216552734
Small,7000,0.0032052993774414062
Small,1725,0.0008070468902587891
Small,4200,0.001873016357421875
Small,1560,0.0006859302520751953
Small,198,8.821487426757812e-05
Small,2156,0.0009491443634033203
Small,9200,0.004177093505859375
Small,3740,0.0016815662384033203
Small,1368,0.00060272216796875
Small,5746,0.002576112747192383
Small,380,0.00016808509826660156
Small,2975,0.0013117790222167969
Small,7245,0.0033218860626220703
Small,7200,0.003286123275756836
Small,1920,0.0008492469787597656
Small,3344,0.0015056133270263672
Small,990,0.00044345855712890625
Small,8064,0.0036606788635253906
Small,4048,0.0018260478973388672
Small,3213,0.0014302730560302734
Small,120,5.7697296142578125e-05
Small,2080,0.0009281635284423828
Small,120,5.8650970458984375e-05
Small,1260,0.0005707740783691406
Small,1360,0.0006163120269775391
Small,100,4.7206878662109375e-05
Small,5500,0.002489328384399414
Small,2860,0.0012934207916259766
Small,9000,0.004116535186767578
Small,3978,0.001783609390258789
Small,252,0.00011587142944335938
Small,1176,0.0005218982696533203
Small,1848,0.0008313655853271484
Small,972,0.00043845176696777344
Small,10868,0.004944801330566406
Small,2584,0.0011339187622070312
Small,3456,0.0015616416931152344
Small,792,0.0003647804260253906
Small,5175,0.002356290817260742
Small,1530,0.0006897449493408203
Small,2024,0.0009112358093261719
Small,3168,0.0014317035675048828
Small,3510,0.0015645027160644531
Small,5808,0.002630472183227539
Small,3888,0.001722097396850586
Small,8640,0.0039021968841552734
Small,340,0.00015306472778320312
Small,4080,0.001844167709350586
Small,2500,0.0011284351348876953
Small,1260,0.0005667209625244141
Small,650,0.00029397010803222656
Small,1680,0.0007548332214355469
Small,4050,0.001790761947631836
Small,8000,0.0036063194274902344
Small,1680,0.0007574558258056641
Small,2527,0.0011098384857177734
Small,3600,0.0016331672668457031
Small,880,0.0003948211669921875
Small,1600,0.0007047653198242188
Small,612,0.0002803802490234375
Small,3744,0.0016934871673583984
Small,1014,0.0004458427429199219
Small,720,0.00031948089599609375
Small,5460,0.0024442672729492188
Small,2184,0.0009829998016357422
Small,380,0.00017189979553222656
Small,300,0.00013518333435058594
Small,15000,0.006984233856201172
Small,765,0.00034737586975097656
Small,920,0.0004189014434814453
Small,2210,0.001001596450805664
Small,1000,0.0004851818084716797
Small,2860,0.0013394355773925781
Small,1254,0.0005559921264648438
Small,6500,0.002943277359008789
Small,2730,0.001238107681274414
Small,3458,0.0015649795532226562
Small,1734,0.0007634162902832031
Small,2470,0.0011086463928222656
Small,3060,0.0013859272003173828
Small,108,5.1021575927734375e-05
Small,7854,0.0035576820373535156
Small,3388,0.0015211105346679688
Small,420,0.0001888275146484375
Small,1440,0.0006458759307861328
Small,1050,0.00047397613525390625
Small,768,0.0003409385681152344
Small,1056,0.000476837158203125
Small,3528,0.0015881061553955078
Medium,110450,0.05340862274169922
Medium,63168,0.029760122299194336
Medium,99960,0.04821920394897461
Medium,39556,0.018393516540527344
Medium,51200,0.023971080780029297
Medium,50820,0.024057865142822266
Medium,63140,0.029934167861938477
Medium,47520,0.022228717803955078
Medium,40950,0.0189969539642334
Medium,71094,0.0336146354675293
Medium,57024,0.02711176872253418
Medium,107457,0.05137944221496582
Medium,46398,0.021697998046875
Medium,73440,0.03661203384399414
Medium,56823,0.027055025100708008
Medium,35557,0.016498565673828125
Medium,23548,0.010810136795043945
Medium,44370,0.02064371109008789
Medium,49815,0.023337602615356445
Medium,60025,0.028238534927368164
Medium,58800,0.03025674819946289
Medium,73950,0.036339521408081055
Medium,73600,0.034897804260253906
Medium,22680,0.010467052459716797
Medium,58609,0.027416706085205078
Medium,48608,0.023029804229736328
Medium,47520,0.022185564041137695
Medium,59976,0.028470754623413086
Medium,42525,0.0200955867767334
Medium,73920,0.03487086296081543
Medium,77280,0.03651547431945801
Medium,66220,0.031420230865478516
Medium,59616,0.02812051773071289
Medium,54684,0.02565288543701172
Medium,41958,0.01958298683166504
Medium,59892,0.028393268585205078
Medium,101520,0.048459768295288086
Medium,88320,0.042032718658447266
Medium,61404,0.029337406158447266
Medium,65790,0.031212806701660156
Medium,51646,0.024130582809448242
Medium,51136,0.02435898780822754
Medium,53460,0.02517390251159668
Medium,88642,0.04197096824645996
Medium,82861,0.0391843318939209
Medium,41280,0.01940155029296875
Medium,78351,0.037825822830200195
Medium,47250,0.022578001022338867
Medium,72828,0.035604238510131836
Medium,98685,0.04745221138000488
Medium,100980,0.04848194122314453
Medium,47120,0.022177457809448242
Medium,80325,0.038065433502197266
Medium,50468,0.0236818790435791
Medium,25172,0.011637210845947266
Medium,62370,0.029279708862304688
Medium,78144,0.03668403625488281
Medium,87720,0.04162931442260742
Medium,36963,0.01715564727783203
Medium,65170,0.030728816986083984
Medium,79233,0.03758096694946289
Medium,43624,0.020801067352294922
Medium,94248,0.044793128967285156
Medium,60200,0.028348922729492188
Medium,51612,0.024233102798461914
Medium,58275,0.027465105056762695
Medium,54810,0.025776386260986328
Medium,88320,0.04188203811645508
Medium,56000,0.026412487030029297
Medium,89913,0.04278421401977539
Medium,37584,0.0175015926361084
Medium,44950,0.021132946014404297
Medium,42570,0.01990532875061035
Medium,55080,0.02591562271118164
Medium,47520,0.022251605987548828
Medium,86112,0.040952205657958984
Medium,96492,0.04628419876098633
Medium,112659,0.05426597595214844
Medium,65250,0.03089284896850586
Medium,66297,0.03189206123352051
Medium,66000,0.032259225845336914
Medium,52416,0.02526545524597168
Medium,24273,0.011183977127075195
Medium,32886,0.015299320220947266
Medium,49392,0.023227214813232422
Medium,94000,0.0449519157409668
Medium,84624,0.04012632369995117
Medium,90569,0.04295229911804199
Medium,51680,0.024216175079345703
Medium,51600,0.024034738540649414
Medium,42560,0.019956350326538086
Medium,39237,0.01825261116027832
Medium,77490,0.03661346435546875
Medium,56848,0.026616811752319336
Medium,81000,0.03838014602661133
Medium,85008,0.040338754653930664
Medium,59940,0.02834033966064453
Medium,45056,0.021063804626464844
Medium,66150,0.03152346611022949
Medium,92736,0.04413866996765137
Large,294336,0.14415860176086426
Large,257400,0.12551641464233398
Large,255884,0.12547540664672852
Large,331520,0.19519662857055664
Large,313632,0.15348029136657715
Large,343976,0.16866016387939453
Large,214110,0.10358738899230957
Large,228480,0.1114504337310791
Large,225792,0.10949110984802246
Large,313950,0.15356898307800293
Large,273504,0.13598418235778809
Large,218400,0.10635185241699219
Large,339264,0.1788022518157959
Large,262800,0.1304492950439453
Large,405150,0.19988775253295898
Large,337960,0.16735172271728516
Large,297000,0.14690232276916504
Large,274365,0.1339261531829834
Large,264600,0.1290302276611328
Large,245322,0.11937069892883301
Large,366624,0.1796407699584961
Large,195054,0.09450364112854004
Large,217360,0.10604119300842285
Large,207680,0.10097837448120117
Large,243600,0.11928749084472656
Large,357840,0.17580580711364746
Large,339948,0.16649365425109863
Large,337960,0.16555404663085938
Large,229596,0.11118125915527344
Large,344988,0.16924047470092773
Large,301950,0.14757323265075684
Large,370500,0.1835007667541504
Large,279000,0.13556909561157227
Large,360750,0.17623257637023926
Large,196560,0.09519600868225098
Large,284382,0.13902688026428223
Large,352444,0.17354798316955566
Large,314175,0.15460610389709473
Large,166155,0.08118772506713867
Large,255136,0.12446379661560059
Large,258420,0.12600302696228027
Large,300960,0.14780211448669434
Large,377720,0.1850433349609375
Large,286626,0.13940000534057617
Large,239904,0.11716866493225098
Large,339948,0.1672964096069336
Large,177632,0.0854029655456543
Large,292522,0.14311456680297852
Large,201135,0.10528135299682617
Large,269280,0.13637447357177734
Large,252225,0.12305307388305664
Large,252288,0.12361884117126465
Large,318600,0.15720486640930176
Large,329522,0.1628129482269287
Large,219450,0.10668826103210449
Large,248124,0.12027335166931152
Large,280800,0.1386730670928955
Large,308850,0.15164828300476074
Large,261632,0.12751555442810059
Large,203944,0.09843111038208008
Large,239085,0.11604785919189453
Large,331650,0.16386079788208008
Large,244528,0.11926603317260742
Large,177320,0.08528399467468262
Large,224672,0.10893964767456055
Large,229632,0.11200499534606934
Large,320850,0.1573188304901123
Large,212341,0.10289764404296875
Large,237534,0.11621713638305664
Large,243747,0.12026190757751465
Large,227360,0.11054754257202148
Large,234048,0.11373591423034668
Large,251008,0.12186121940612793
Large,246015,0.1198732852935791
Large,227360,0.11114001274108887
Large,211584,0.10228633880615234
Large,274968,0.13385295867919922
Large,228150,0.11104798316955566
Large,216108,0.12159228324890137
Large,296010,0.1453235149383545
Large,256200,0.1251530647277832
Large,291456,0.14237332344055176
Large,264480,0.12963175773620605
Large,227664,0.11073923110961914
Large,243390,0.11850214004516602
Large,238140,0.11635160446166992
Large,322848,0.15915608406066895
Large,290700,0.14185309410095215
Large,190836,0.09206175804138184
Large,295650,0.15600848197937012
Large,261300,0.12922334671020508
Large,233856,0.11346197128295898
Large,280024,0.13774323463439941
Large,168858,0.0826113224029541
Large,281050,0.13892745971679688
Large,310800,0.15293169021606445
Large,212636,0.10316681861877441
Large,256768,0.12518739700317383
Large,367632,0.18018889427185059
Large,332990,0.16408467292785645
